Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
Springleaf Prata Place (Spring Leaf Garden),ChIJj8lQgFQR2jERBoFqB_ZCqGk,"1 Thong Soon Avenue, 787431, Singapore",Singapore,North,1,Street Food,103.81896,1.3971,6459 5670,https://guide.michelin.com/en/singapore-region/singapore/restaurant/springleaf-prata-place,https://spplace.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Credit cards,NFC payments",The birthplace of Singapore’s popular prata chain serves 20 different variations with sweet or savoury fillings. But even the basic egg prata tastes great with a crisp crust and fluffy centre - perfect for any curry in any meal.,B,1,14,4.93,average,0.8179,excellent,0.7509,good,0.9948,3.29,4.86,4.07
Station by Kotuwa,ChIJO7bKomoZ2jERs4cGWuDOPJI,"21 Boon Tat Street, 069620, Singapore",Singapore,Central,2,Sri Lankan,103.8485355,1.2812755,6221 1911,https://guide.michelin.com/en/singapore-region/singapore/restaurant/station-by-kotuwa,https://stationbykotuwa.com.sg,Selected Restaurants,"Dine-in,Reservations,Wine,Cocktails,Coffee,Credit cards,NFC payments","Named after the bustling train station in Colombo, this city bistro celebrates authentic Sri Lankan cuisine. The braised beef cheek with blackened coconut gravy features tender, gelatinous meat in a smoky, nutty sauce and goes well with steamed rice or roti. Ceylon arrack, the national liquor made with coconut flowers, crops up all over the menu. Try the chocolate biscuit pudding with arrack Chantilly, or their selection of artisan arrack straight.",A,0,25,4.52,good,0.6688,excellent,0.5977,good,0.9238,3.96,4.48,3.96
Straits Chinese (Cecil Street),ChIJ9XTAjA0Z2jER5SGi41_MyME,"Keck Seng Tower, #B1-01, 133 Cecil Street, 069535, Singapore",Singapore,Central,2,Chinese,103.8489224,1.2803461,6225 8683,https://guide.michelin.com/en/singapore-region/singapore/restaurant/straits-chinese,https://straitschinese.com/,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards,NFC payments","The owner’s family opened Singapore’s first Peranakan restaurant in 1953 – this branch has been in the CBD since 2011. Ornaments and wooden furniture lend a Chinese aesthetic. The versatile menu features dishes made with local produce and lots of spices and herbs, all prepared using traditional Chinese cooking methods. Dishes to try include ayam buah keluak (chicken with local nuts) and ikan assam nanas pedas (sweet and sour fish).",B,1,20,4.8,good,0.6918,excellent,0.7825,good,0.7925,4.15,4.5,4.05
Summer Palace,ChIJPTigtosZ2jERrLUm0plK7bY,"Conrad Orchard, Level 3, 1 Cuscaden Road, 249715, Singapore",Singapore,Central,3,Chinese,103.8247494,1.3046521,6725 3288,https://guide.michelin.com/en/singapore-region/singapore/restaurant/summer-palace-501658,https://www.hilton.com/en/hotels/sinodci-conrad-singapore-orchard/dining/summer-palace,1 Star,"Dine-in,Reservations,Beer,Wine,Coffee,Credit cards,Wheelchair accessible","The serene interior is furnished in contemporary Chinese style, in a palette dominated by warm whites and muted tones. On the menu, wok hei-laden stir-fries such as crocodile fillet in brown sauce, and venison with Chinese kale feature alongside Cantonese classics including baked stuffed crab shell, steamed Chinese marrow rings stuffed with shrimp, and spinach and tofu in crabmeat sauce. Be sure to try the exquisitely crafted dim sum, too.",A,0,29,4.9,good,0.7123,excellent,0.8506,good,0.9597,3.93,4.66,3.97
Summer Pavilion,ChIJhyAGsKkZ2jERMy2EGAnyv4k,"The Ritz-Carlton, Millenia, Level 3, 7 Raffles Avenue, 039799, Singapore",Singapore,Central,2,Chinese,103.8603,1.291284,6434 5286,https://guide.michelin.com/en/singapore-region/singapore/restaurant/summer-pavillion,https://www.summerpavilion.com.sg,1 Star,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","This large, contemporary dining room is surrounded by a relaxing garden. You’ll be well looked after as the engaging staff provide service with plenty of vim and vigour. The extensive Cantonese menu covers all classics as well as seasonal dishes, with seafood being a particular highlight. The double-boiled sea whelk soup with fish maw, sauteed Dong Xing grouper fillet and braised abalone are just some of the specialities.",A,0,14,4.14,good,0.7504,excellent,0.8592,good,0.8756,3.64,4.43,3.86
Sushi Hare,ChIJgeKfVqgZ2jERI5NmMWqnAK4,"14 Stanley Street, 068733, Singapore",Singapore,Central,3,Sushi,103.8480017,1.2803986,9737 0113,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-hare,https://www.sushihare.sg,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards","In keeping with Japanese minimalist philosophy, the space is simple and serene. The bespoke 7m counter was crafted in Japan from a single piece of cypress wood. The chef has 10+ years of experience and uses Japanese fish exclusively for his sushi. To ensure freshness, seafood is flown in from Japan four times a week. In addition to the lunch and dinner omakase menus, there is the ultra-lavish Hare menu (pre-order a week ahead).",A,0,25,4.92,excellent,0.5987,excellent,0.7389,good,0.9381,4.28,4.8,4.28
Sushi Katori,ChIJ92OnDigZ2jERtE_LjBsCgL0,"#01-03, 21 Tanjong Pagar Road, 088444, Singapore",Singapore,Central,4,Sushi,103.8441068,1.2795296,8804 5348,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-katori,https://sushikatori.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible","Chef Katori worked at Tsukiji Market for eight years, which explains his keen eye for top-notch fish. He then moved to Singapore for a stint in a renowned sushiya, before opening his own venture in 2022. His Edomae sushi features the freshest catch from the stalls of Toyosu Market and sushi rice from Miyagi Prefecture dressed in one of two vinegar blends tailored to the type of fish. His sashimi is cut slightly thicker to accentuate the texture.",A,0,28,4.89,good,0.765,excellent,0.9037,good,0.9777,4.21,4.75,4.14
Sushi Masaaki,ChIJgc-rL08Z2jERXVAkC6SdNIc,"South Beach Avenue, #B1-17, 26 Beach Road, 189768, Singapore",Singapore,Central,4,Japanese,103.855084,1.2939051,8688 1555,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-masaaki,https://sushimasaaki.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","This omakase sushiya with only 12 seats boasts a counter crafted from a 250-year-old hinoki tree. In stark contrast, the lively lounge for tea and dessert is clad in wallpaper with dancing cranes on a pink background. The freshest fish is creatively combined with other ingredients to great effects while the well thought-out, sometimes unorthodox, seasoning on the sushi makes the experience unique. Friendly chefs are happy to interact with diners.",A,0,27,4.63,good,0.6361,excellent,0.7544,good,0.9319,4.11,4.74,4.22
Sushi Ryujiro,ChIJK-8dnCcZ2jERmrcroimiL3c,"Shaw Centre, #01-19, 1 Scotts Road, 228208, Singapore",Singapore,Central,4,Sushi,103.83133,1.306797,8028 1940,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-ryujiro-1216077,https://www.sushiryujiro.com/,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","Tokyo’s legendary sushi-ya has opened its only overseas outpost in the Lion City. Owned and supervised by chef Ryujiro Nakamura, and helmed by his young protégé, Sushi Ryujiro Singapore offers two omakase menus that include otsumami and edomae nigiri sushi. Japanese rice is dressed in a blend of four red vinegars; most ingredients are also shipped from Japan for authenticity. With only 14 counter seats, reservations are essential.",A,0,26,4.5,good,0.6655,excellent,0.7901,good,0.9443,4.04,4.46,3.88
Sushi Sakuta,ChIJ8-btYLoZ2jER1ItL575IvY4,"The Capitol Kempinski Hotel, #01-88, 15 Stamford Road, 178906, Singapore",Singapore,Central,4,Japanese,103.8506988,1.2943463,6214 9477,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-sakuta,https://www.sushi-sakuta.com,2 Stars,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","The space is simple yet elegant, befitting the hotel that houses it. There is a 10-seat counter made from a 200-year-old cypress tree from Nara, Japan, plus a private room. Chef-owner Sakuta works closely with the all-Japanese kitchen team, creating a season-driven omakase menu based exclusively on Japanese fish. Even the rice is a blend of two Japanese cultivars in a precise ratio for the perfect texture. Every item is prepared with utmost care.",B,1,29,4.93,good,0.5672,excellent,0.8127,good,0.9191,3.97,4.86,4.1
Sushi Sato,ChIJy4P9mBEb2jERCt-Xxhl5vHw,"6B Dempsey Road, 247662, Singapore",Singapore,Central,3,Japanese,103.808433,1.304985,8380 3830,https://guide.michelin.com/en/singapore-region/singapore/restaurant/sushi-sato,https://sushi-sato.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Credit cards,NFC payments","The duo of chefs chose to open this sushi-ya in serene surroundings away from the busy CBD. In the same vein, the wood-rich interior is minimal and Zen-inspired. All the ingredients are shipped from Japan four times a week for peak freshness. Three seasonal menus are available and attention to detail is visible at every level – Yamagata rice is dressed in a blend of three red vinegars for the perfect tartness that complements oily fish.",B,1,23,4.78,excellent,0.7126,excellent,0.8625,good,0.8832,4.22,4.78,4.09
Tai Seng Fish Soup,ChIJhY9AlNMP2jERJ-JqR961QqM,"Taman Jurong Market & Food Centre, #03-145, 3 Yung Sheng Road, Jurong West, 618499, Singapore",Singapore,West,1,Street Food,103.7215061,1.3348723,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tai-seng-fish-soup,https://maps.app.goo.gl/5oimKtEL2yQkz4ro8,Bib Gourmand,"Dine-in,Takeaway,Wheelchair accessible","This third-generation family business prides itself on its flavoursome fish soup made from scratch and served with sliced fish, deep-fried fish or fish head. Order noodles, rice or congee on the side for a complete meal.",B,1,28,3.64,good,0.6821,excellent,0.5104,good,0.8581,3.0,3.32,3.43
Tai Wah Pork Noodle,ChIJd9XeRgsZ2jERqxqOscYB0w4,"Hong Lim Market and Food Centre, #02-16, Blk 531A, Upper Cross Street, 051531, Singapore",Singapore,Central,1,Street Food,103.8457532,1.2852332,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tai-wah-pork-noodle,https://taiwahnoodles.com,Bib Gourmand,"Dine-in,Takeaway,Delivery,Coffee,Cash only","Noodles served with soup meat balls, dried fish and pork liver.",B,1,27,3.26,good,0.7518,good,0.4952,good,0.8126,3.22,3.26,3.3
Tambuah Mas (Orchard),ChIJl_sOMpIZ2jERD5mQL7KxaE8,"Paragon, #B1-44, 290 Orchard Road, 238859, Singapore",Singapore,Central,2,Indonesian,103.8349852,1.3036065,6733 2220,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tambuah-mas-orchard,https://www.tambuahmas.com.sg,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible","Since 1981, the Indonesian chefs at Tambuah Mas have been making authentic home-style dishes from Padang, Sulawesi and Java. Family recipes with delicate blends of spices and precise preparations are closely guarded secrets, passed down over generations. The signature tahu telor (deep-fried egg-coated tofu cubes in a dark sweet sauce) boasts crispy skin and perfect briny-sweetness. Always round off a meal here with a cendol.",A,0,27,3.59,good,0.6939,excellent,0.7331,good,0.8466,3.56,3.89,3.48
The 1950's Coffee,ChIJ3zm6GXMZ2jER4rqAnFCZ4jc,"Chinatown Complex Market & Food Centre, #02-048, 335 Smith Street, 050335, Singapore",Singapore,Central,1,Street Food,103.8432905,1.2821578,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/the-50s,https://maps.app.goo.gl/TSUyQU9jYbVJZi9E8,Selected Restaurants,"Dine-in,Takeaway,Coffee,Wheelchair accessible",Come here for the quintessential Singaporean teatime classics – kaya toast with kopi kosong (black coffee). This popular stall opened its doors in the 1950s and locals have been lining up to get their caffeine fix ever since.,B,1,28,4.32,good,0.7098,excellent,0.6187,good,0.8635,3.68,4.25,3.71
The Blue Ginger,ChIJy3NcJ20Z2jERsizqEPou3Ek,"97 Tanjong Pagar Road, 088518, Singapore",Singapore,Central,2,Asian,103.8436792,1.2774155,6222 3928,https://guide.michelin.com/en/singapore-region/singapore/restaurant/the-blue-ginger-tanjong-pagar,https://theblueginger.com/,Bib Gourmand,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible","This is one of the most popular little gems in Chinatown and it’s easy to see why. The narrow house offers dining on three floors; art by local artists add colour and character. In business for over 20 years, regulars keep returning for its aromatic cooking like Ngo Heong that delivers all the subtle and authentic flavours of Peranakan, as well as addictive sweets like Chendol. Better still, prices are as generous as the portions—that are great for sharing.",B,1,26,3.81,good,0.7864,excellent,0.6547,good,0.8736,3.23,3.58,3.58
The Coconut Club (Beach Road),ChIJ2Tc3MA0Z2jERXkN6MsVZXZc,"269 Beach Road, 199546, Singapore",Singapore,Central,2,Malaysian,103.8601437,1.3006534,8725 3315,https://guide.michelin.com/en/singapore-region/singapore/restaurant/the-coconut-club-1195654,https://www.thecoconutclub.sg,Bib Gourmand,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","This whitewashed traditional shophouse evokes unmistakably tropical vibes – wicker back chairs, wallpaper with banana leaf prints and cheerful blue-and-white tiled flooring. On the menu, the coconut theme is also obvious – the nasi lemak set is the best seller, but other dishes deserve equal attention too, such as ayam goreng berempah (spiced fried chicken with crispy rempah crumbs), and sago pudding with pandan, palm sugar and coconut cream.",A,0,22,4.36,good,0.6395,excellent,0.6397,good,0.8927,3.73,4.45,4.14
The Prince,ChIJjZCj0hIZ2jERFf54vtrt17Y,"48 Peck Seah Street, 079317, Singapore",Singapore,Central,2,Mediterranean,103.844791,1.277961,3129 7547,https://guide.michelin.com/en/singapore-region/singapore/restaurant/the-prince,https://www.bytheprince.com/,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Earthy shades, Moorish motifs and rattan pendant lights exude Middle Eastern warmth. The room sports two dining vibes: a friendly bar at the front or views of the open kitchen to the rear. The chefs put a contemporary spin on Arabic cuisine from hummus, kebab and falafel to whole roast chicken and grilled seabass. Alternatively, order ‘Feed Me’ and let the chefs decide. Come with a posse to share the food and the fun.",A,0,27,4.26,good,0.6872,excellent,0.8493,good,0.8486,3.93,4.44,4.0
Thevar,ChIJT19LkL4Z2jERuLB_g4cX3mI,"16 Mohamed Sultan Road, 238965, Singapore",Singapore,Central,4,Indian,103.841477,1.29362,9750 8275,https://guide.michelin.com/en/singapore-region/singapore/restaurant/thevar,https://thevar.sg/,2 Stars,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","Chef Mano Thevar serves a creative multi-course menu rooted in Indian traditions and crafted with European techniques. Signature dishes such as Chettinad chicken roti or Brittany lobster in curry beurre blanc pack a ton of oomph, while maintaining a fine balance with mindful touches. A vegetarian version is available but needs pre-ordering. The wine list covers 600+ labels; ask about wine, sake and non-alcoholic drink pairings.",A,0,27,4.67,excellent,0.5323,excellent,0.6805,good,0.9231,4.19,4.56,4.07
Tian Tian Hainanese Chicken Rice,ChIJ2ZDgUg0Z2jERXUJpEsR0Oto,"Maxwell Food Centre, #01-10/11, 1 Kadayanallur Street, 069184, Singapore",Singapore,Central,1,Street Food,103.8448118,1.2804903,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tian-tian-hainanese-chicken-rice,https://maps.app.goo.gl/YvHvmiiAzBsGUWrW6,Bib Gourmand,"Dine-in,Takeaway,Outdoor seating,Beer,Wine,NFC payments,Wheelchair accessible","Expect a long queue, but the velvety chicken with springy skin is worth the wait. Even the aromatic oil rice and briny-sweet sauce are perfectly made. Consider ordering half a chicken to share, or an extra drumstick.",A,0,20,3.55,poor,0.578,good,0.4278,good,0.7571,2.85,3.25,3.6
Tien Lai Rice Stall,ChIJE_rGC_sP2jERf3eeFcq2GTo,"Taman Jurong Market & Food Centre, #02-66, 3 Yung Sheng Road, Jurong West, 618499, Singapore",Singapore,West,1,Street Food,103.7214058,1.3347274,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tien-lai-rice-stall,https://maps.app.goo.gl/DVRxkYeJGsVGyJzk8,Selected Restaurants,"Dine-in,Takeaway,Outdoor seating,Wheelchair accessible","Open mornings only, this stall is famous for its Cantonese barbecue that tends to sell out quickly - so come early! Roast duck boasts velvety meat without being too fatty and the roast pork strikes a fine balance between lean and fatty meat.",B,1,27,4.3,good,0.691,excellent,0.5144,good,0.8541,3.89,4.3,3.96
Tiong Bahru Hainanese Boneless Chicken Rice,ChIJQbXCPhcZ2jERoVdK_gwAC9k,"Tiong Bahru Market, #02-82, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1,Street Food,103.832596,1.2846286,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tiong-bahru-hainanese-boneless-chicken-rice,https://maps.app.goo.gl/ja8YyX81YQkCh67S7,Bib Gourmand,"Dine-in,Takeaway,Delivery,Wheelchair accessible","The rice that comes with the signature Hainanese boneless chicken imparts a mild turmeric aroma. Tender juicy meat, without too much fat under the bouncy, gelatinous skin. The roast chicken is also recommended.",B,1,25,3.48,good,0.7769,good,0.5003,good,0.7945,3.2,3.52,3.48
Tiong Bahru Lien Fa Shui Jing Pau,ChIJbT7CtXwZ2jER7eydU2G2c1g,"Alexandra Village Food Centre, #01-10, Blk 120 Bukit Merah Lane 1, 150120, Singapore",Singapore,Central,1,Street Food,103.8326,1.284671,6274 5561,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tiong-bahru-lien-fa-shui-jing-pau,https://maps.app.goo.gl/mFdGh1B5dGJCfYmU6,Selected Restaurants,"Dine-in,Takeaway,Reservations,Wheelchair accessible","The teochew dumplings are stuffed with jicama for a lovely crunch, while chopped dried shrimps lend briny umami. Try them with the home-made chilli sauce. Dumplings with red bean or taro paste filling are available after 1pm.",A,0,28,3.21,poor,0.6984,excellent,0.4092,good,0.7619,3.0,3.32,3.32
To-Ricos Kway Chap,ChIJFztlTj8Y2jER1sZiu76nUbI,"51 Old Airport Road Food Centre, #01-135/136, 51 Old Airport Road, 390051, Singapore",Singapore,Central,1,Street Food,103.8857344,1.3083574,9388 1098,https://guide.michelin.com/en/singapore-region/singapore/restaurant/to-ricos-guo-shi,https://maps.app.goo.gl/s7jN1vkyDt3fzx88A,Bib Gourmand,"Dine-in,Takeaway,Coffee,Cash only,Wheelchair accessible","This kway chap stall serves the broad rice noodles with pork belly, trotters, intestine, tripe and dried tofu braised in a spiced soy-based marinade. Noodles are thin and silky; braised pork and tofu impart deep flavours and aromas.",B,1,28,4.07,good,0.6619,excellent,0.643,good,0.8442,3.5,4.0,3.61
Toa Payoh 93 Soon Kueh,ChIJOcv3nCwY2jEREid7onQEdLo,"Geylang Bahru Market & Food Centre, #01-68, 69 Geylang Bahru, 330069, Singapore",Singapore,Central,1,Street Food,103.870173,1.32144,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/toa-payoh-93-soon-kueh,https://maps.app.goo.gl/62n9M1JvwEkUQGwy9,Selected Restaurants,"Dine-in,Takeaway,Reservations,Cash only,Wheelchair accessible","The stall carries three kinds of handmade dumplings – soon kueh stuffed with jicama, rice kueh and kuchai kueh with chives. All varieties boast elastic skin and generous filling.",A,0,28,4.04,good,0.6824,excellent,0.6015,good,0.8298,3.61,4.25,3.75
Torno Subito,ChIJ-aAZZwAb2jERVgsbS4vIfTw,"#01-02, 26 Dempsey Road, 249686, Singapore",Singapore,Central,2,Italian,103.8112763,1.3057499,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/torno-subito-1212304,https://www.tornosubitosg.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments","A nod to the heyday of Italian cinema, the interior takes you back to the Adriatic Riviera circa 1960s. The red-yellow-blue colour scheme is carried through from the walls to the tableware. The concept by celebrity chef Massimo Bottura involves whimsically and creatively harnessing Italian produce in signature dishes like artisan tortellini in a silky sauce made with parmigiano reggiano aged for 36 months. Stone-baked pizzas are delicious.",B,1,26,4.23,good,0.7088,excellent,0.7753,good,0.9299,3.69,4.31,3.69
Tow Kwar Pop Tiong Bahru Market,ChIJnfgW3pcZ2jERM6Pc6MHjTSY,"Tiong Bahru Market, #02-06, 30 Seng Poh Road, 168898, Singapore",Singapore,Central,1,Street Food,103.83259,1.2846506,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tow-kwar-pop,https://maps.app.goo.gl/eX3baLcCNC7pc4nn9,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Here, the rojak is made with sliced cucumber, apple and bean sprouts, topped with either crispy tofu puffs or fried dough sticks. The syrupy dressing is rich and tangy, and the ground peanuts give the salad a lovely crunch.",B,1,29,4.07,good,0.5968,excellent,0.3946,good,0.9338,3.66,4.24,3.86
Traditional Hakka Lui Cha,ChIJu2nZw9wP2jER7mXZpyYWlAw,"Jurong West 505 Market & Food Centre, #01-12, Blk 505, Jurong West Street 52, 640505, Singapore",Singapore,West,1,Street Food,103.7182959,1.3496022,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/traditional-hakka-lui-cha,https://maps.app.goo.gl/MfCumvXDLSR4V17k8,Selected Restaurants,"Dine-in,Takeaway,Wheelchair accessible","Hakkanese Lui Cha is a soupy rice dish in which chicken, cabbage and pickles meet the nuttiness of sesame and peanuts plus a hint of herbs. Order the fish cake, stuffed tofu or fried egg toppings.",B,1,25,4.0,good,0.6887,excellent,0.6274,good,0.8115,3.52,3.96,3.6
True Blue Cuisine,ChIJAR_E56MZ2jER6DzJ2UNCAbU,"47/49 Armenian Street, 179937, Singapore",Singapore,Central,2,Peranakan,103.8494194,1.2945379,6440 0449,https://guide.michelin.com/en/singapore-region/singapore/restaurant/true-blue-cuisine,https://truebluecuisine.com,Bib Gourmand,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments","It’s less like walking into a restaurant, more like falling into the warm embrace of a much loved family member. Here it’s about nostalgia and paying homage to the food, history and customs of the Peranakans – you’ll find all the classic dishes, prepared in an authentic way, and the hard part is narrowing down your choice. The setting really is unique and the Ayam Buah Keluak is one of the signature.",A,0,25,3.8,good,0.755,excellent,0.6728,good,0.9142,3.48,3.96,3.64
Tunglok Heen,ChIJ-U7uY1QZ2jERf45kiagXJV0,"Hotel Michael, #02-142/143, Resorts World Sentosa, 26 Sentosa Gateway, 098138, Singapore",Singapore,Central,2,Seafood,103.820172,1.2548974,6884 7888,https://guide.michelin.com/en/singapore-region/singapore/restaurant/tunglok-heen,https://www.tunglokheen.com,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Clever lighting, dark wood and shades of red lend this modern Chinese restaurant a slick, stylish feel. Amidst traditional recipes, novel dishes also feature on the menu. Either way, the food is always meticulously plated. Don’t miss the fish bone and fish maw soup, double-boiled with chicken and pork for six hours. Chilli crab served in a casserole boasts firm, flavoursome meat. Order deep-fried buns to mop up the knockout sauce.",A,0,31,4.9,good,0.7722,excellent,0.8904,good,0.8895,4.1,4.65,4.03
Un-Yang-Kor-Dai,ChIJTRsJUQoZ2jERRtd4n-Li534,"#01-02, 57 South Bridge Road, 058688, Singapore",Singapore,Central,2,Thai,103.8483084,1.2872095,6787 8575,https://guide.michelin.com/en/singapore-region/singapore/restaurant/un-yang-kor-dai,https://www.unyangkordai.sg/,Bib Gourmand,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Credit cards,NFC payments","Though its name means ‘anything goes’, this restaurant is exceptionally specific about the food it serves – Isan cuisine hailing from north-eastern Thailand and famous for its infernal heat. The PenLaos signature chicken is marinated with white peppercorns and coriander for three days before being grilled to perfection. Leng zaab is pork ribs in a spicy sour broth that is simply addictive. Ask for the house-made Isan tamarind dip to dunk the pork in.",B,1,27,4.63,good,0.6134,excellent,0.6268,good,0.8321,3.89,4.56,4.07
Unforgettable Carrot Cake,ChIJVz_UhdYZ2jERhxhe5_LpMxg,"115 Bukit Merah View Market & Hawker Centre, #01-30, Blk 115 Bukit Merah View, 151115, Singapore",Singapore,Central,1,Street Food,103.8222026,1.2856834,No Phone Number Listed,https://guide.michelin.com/en/singapore-region/singapore/restaurant/unforgettable-carrot-cake,https://maps.app.goo.gl/MEoYmPuEMqwUP5yC9,Selected Restaurants,"Dine-in,Takeaway,Outdoor seating,NFC payments","Not to be confused with the western sweet of the same name, carrot cake here is savoury, made with radish and stir-fried in seasoning. Opt for the dark version coated in egg, and tossed in sticky, caramelised dark soy sauce.",A,0,27,3.67,good,0.6342,good,0.4741,good,0.8235,3.33,3.63,3.7
Ushidoki Wagyu Kaiseki,ChIJ1239LW0Z2jERWOOg_pT8KkE,"#01-01, 57 Tras Street, 078996, Singapore",Singapore,Central,4,Japanese,103.8444829,1.2780323,9643 5564,https://guide.michelin.com/en/singapore-region/singapore/restaurant/ushidoki-wagyu-kaiseki,https://www.ushidoki.com,Selected Restaurants,"Dine-in,Reservations,Beer,Wine,Credit cards,NFC payments","This chef puts a new spin on classic kaiseki with two Wagyu set menus that honour a head-to-tail concept. He chooses Ozaki beef from Miyazaki, otherwise unavailable in Singapore, for its gutsy flavour. Various cuts from 32- to 36-month-old cattle are prepared in a myriad of ways to highlight their textures and umami. Most of the other ingredients are flown in from Japan to ensure authenticity. There is also an á la carte menu for add-on courses.",New,New Pending,27,4.93,good,0.6319,excellent,0.6596,good,0.9542,4.11,4.81,4.19
Vue,ChIJ84e5vlgZ2jERxJQeoaRAQaQ,"OUE Bayfront, Level 19, 50 Collyer Quay, 049321, Singapore",Singapore,Central,3,Fine Dining,103.85301,1.2830712,8879 0923,https://guide.michelin.com/en/singapore-region/singapore/restaurant/vue-1190672,https://www.vue.com.sg,Selected Restaurants,"Dine-in,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible","Aptly named after the French word for ‘view’, this romantic restaurant boasts one of the most stunning vistas of Marina Bay. Even the ceiling is designed to emanate light without casting reflections on the glass panes. The menu shows the culinary vision of the young head chef, with the four-course chef’s tasting menu being the most popular choice where diners may choose from a number of interesting options. Steaks and risotto are great for sharing. Executive set lunch is popular.",A,0,23,4.43,good,0.6467,excellent,0.7644,good,0.8768,4.0,4.61,4.17
Wah Lok Cantonese Restaurant,ChIJnzfVXaQZ2jER6Z8ZLoosM4o,"Carlton Hotel, Level 2, 76 Bras Basah Road, 189558, Singapore",Singapore,Central,2,Cantonese,103.8523,1.295806,6311 8188,https://guide.michelin.com/en/singapore-region/singapore/restaurant/wah-lok,https://www.carltonhotel.sg/dining/wah-lok,Selected Restaurants,"Dine-in,Takeaway,Delivery,Reservations,Beer,Credit cards,NFC payments,Wheelchair accessible","A loyal clientele has made this comfortable, classically decorated Cantonese restaurant their own. The chef was born in Guangzhou but really developed his culinary skills and honed his craft in Hong Kong. His Cantonese dishes range from banquet delicacies like abalone and bird’s nest soup to seafood dishes such as steamed fish. There are also Cantonese roast meats, claypot dishes and home-style items like steamed minced pork with salted fish.",A,0,25,4.08,good,0.7056,excellent,0.7238,good,0.8671,3.36,4.32,3.84
